DEP,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11
"1",2000.00000,0.00000,0.00000,24634.18359,85.00000,33.00000,-0.01232,2.61227,0.43814,3.96249,589.87115
"1",2000.00000,442.40338,659.49597,26261.69141,103.33334,33.00000,-0.65894,2.82599,0.07441,3.81049,7487.53076
"1",932.66821,0.00000,794.13837,13500.35156,120.33334,33.66667,-0.46074,2.56001,1.01652,5.17017,294.93558
"1",751.94116,0.00000,2801.88794,15937.44141,130.66667,33.66667,-0.55140,2.52616,0.86739,4.89760,466.33411
"1",147.46779,0.00000,147.46779,13285.20313,102.66666,127.00000,-0.49444,2.53030,0.98372,5.11094,147.46779
"1",2000.00000,2331.67041,2192.26636,6793.12891,141.66667,39.00000,-1.12077,2.54698,0.82312,4.24771,4197.00684
"1",2000.00000,0.00000,147.46779,26400.44141,157.66667,184.33333,0.00000,3.00146,0.00000,0.00000,12782.99902
"1",1391.20837,2111.41748,737.33893,118458.77344,120.33334,33.33333,0.00000,4.37777,0.00000,0.00000,1318.99194
"1",2000.00000,0.00000,6668.74072,12192.65234,120.33334,66.00000,-0.89673,2.65308,-0.21824,3.90684,3327.02490
"1",2000.00000,0.00000,932.66821,51527.28125,103.33334,110.66666,-0.91622,2.84352,-0.14969,3.52552,2111.41748
"1",2000.00000,0.00000,794.13837,48369.43359,118.00000,142.00000,-0.65644,2.54851,-0.04898,3.91125,20906.12695
